cert,bank,state,regulator,assets_k,exam_method,inv_rating,svc_rating,pe_date,route,contact,channel,address
15809,Security State Bank & Trust,TX,FDIC,2176648,Large Bank Evaluation,Low Satisfactory,High Satisfactory,05/01/2026,role,CRA Officer,https://www.ssbtexas.com,"201 W Main St, Fredericksburg, TX 78624"
13063,Kennebunk Savings Bank,ME,FDIC,2172557,Large Bank Evaluation,High Satisfactory,High Satisfactory,01/01/2024,role,CRA Officer,www.kennebunksavings.com,"104 Main St, Kennebunk, ME 04043"
1005,Isabella Bank,MI,FED,2170035,Large Bank,Needs to Improve,Low Satisfactory,"Nov 13, 2023",role,CRA Officer,www.isabellabank.com,"139 E Broadway St, Mount Pleasant, MI 48858"
28263,"CFBank, National Association",OH,OCC,2167338,Intermediate Small Bank,,,10/10/2023,role,CRA Officer,www.cf.bank,"4960 E Dublin Granville Rd, Columbus, OH 43081"
9204,Central Bank,UT,FDIC,2164532,Large Bank Evaluation,Low Satisfactory,High Satisfactory,11/01/2023,role,CRA Officer,www.cbutah.com,"75 N University Ave, Provo, UT 84601"
28262,ESSA Bank & Trust,PA,FDIC,2163484,Large Bank Evaluation,High Satisfactory,High Satisfactory,12/01/2024,role,CRA Officer,,"200 Palmer St, Stroudsburg, PA 18360"
172,United Bank,GA,FDIC,2159044,Large Bank Evaluation,Low Satisfactory,Outstanding,04/01/2025,role,CRA Officer,www.accessunited.com,"685 Griffin St, Zebulon, GA 30295"
17658,Norway Savings Bank,ME,FDIC,2155525,Large Bank Evaluation,Outstanding,Outstanding,02/01/2024,role,CRA Officer,www.norwaysavings.bank,"261 Main St, Norway, ME 04268"
21843,Mizuho Bank (USA),NY,FED,2137445,Wholesale,,,"Feb 22, 2021",role,CRA Officer,N/A,"1271 Avenue Of The Americas, New York, NY 10020"
7151,The Lyons National Bank,NY,OCC,2134066,Large Bank,,,04/29/2024,role,CRA Officer,www.bankwithlnb.com,"35 William St, Lyons, NY 14489"
58783,Oakworth Capital Bank,AL,FDIC,2132047,Intermediate Small Bank Evaluation,,,07/01/2025,role,CRA Officer,www.oakworth.com,"850 Shades Creek Pkwy, Birmingham, AL 35209"
30182,Opportunity Bank of Montana,MT,FED,2122995,Int Small Bank,,,"Oct 24, 2022",role,CRA Officer,www.opportunitybank.com,"1400 Prospect Ave, Helena, MT 59601"
4016,The First National Bank in Sioux Falls,SD,OCC,2119293,Large Bank,,,07/07/2025,role,CRA Officer,www.fnbsf.com,"100 S Phillips Ave, Sioux Falls, SD 57104"
29147,NorthEast Community Bank,NY,FDIC,2111015,Intermediate Small Bank Evaluation,,,11/01/2024,role,CRA Officer,https://www.necommunitybank.com,"325 Hamilton Ave, White Plains, NY 10601"
28405,First Fed Bank,WA,FDIC,2106581,Large Bank Evaluation,Low Satisfactory,High Satisfactory,01/01/2025,role,CRA Officer,www.ourfirstfed.com,"105 W 8th St, Port Angeles, WA 98362"
19772,IncredibleBank,WI,FDIC,2103655,Large Bank Evaluation,Outstanding,Outstanding,10/01/2025,role,CRA Officer,www.incrediblebank.com,"327 N 17th Ave, Wausau, WI 54401"
15995,PCSB Bank,NY,FED,2100952,Large Bank Evaluation,High Satisfactory,Low Satisfactory,06/01/2021,role,CRA Officer,,"2477 Route 6, Brewster, NY 10509"
33758,Starion Bank,ND,FDIC,2097919,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,08/01/2023,role,CRA Officer,WWW.STARIONBANK.COM,"333 N 4th St, Bismarck, ND 58501"
16250,Marquette Bank,IL,FED,2094911,Large Bank,Low Satisfactory,High Satisfactory,"Sep 16, 2024",role,CRA Officer,www.emarquettebank.com,"6316 S Western Ave, Chicago, IL 60636"
14969,Kish Bank,PA,FDIC,2084448,Intermediate Small Bank Evaluation,,,08/01/2025,role,CRA Officer,www.mykish.com,"4255 E Main St, Belleville, PA 17004"
3809,"Peoples National Bank , N.A.",IL,OCC,2083619,Intermediate Small Bank,,,05/07/2024,role,CRA Officer,www.peoplesnationalbank.com,"520 S 42nd St, Mount Vernon, IL 62864"
6917,First Bank,VA,FED,2073688,Int Small Bank,,,"Jun 23, 2025",role,CRA Officer,www.fbvirginia.com,"112 W King St, Strasburg, VA 22657"
3719,"American Commercial Bank & Trust, National Association",IL,OCC,2069383,Intermediate Small Bank,,,12/01/2025,role,CRA Officer,www.acbandt.com,"701 La Salle St, Ottawa, IL 61350"
58264,Signature Bank,IL,FDIC,2068707,Intermediate Small Bank Evaluation,,,03/01/2024,role,CRA Officer,,"9450 Bryn Mawr Ave Ste 300, Rosemont, IL 60018"
26336,The Village Bank,MA,FDIC,2068136,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,11/01/2024,role,CRA Officer,www.village-bank.com,"320 Needham St, Newton, MA 02464"
58811,One Florida Bank,FL,FDIC,2067773,Intermediate Small Bank Evaluation,,,04/01/2023,role,CRA Officer,,"1601 S Orange Ave, Orlando, FL 32806"
15118,Gateway First Bank,OK,FDIC,2062041,Large Bank Evaluation,,Substantial Non Complianc,06/01/2023,role,CRA Officer,www.gatewayfirst.com,"244 S Gateway Pl, Jenks, OK 74037"
28453,Timberland Bank,WA,FDIC,2060726,Large Bank Evaluation,High Satisfactory,Low Satisfactory,01/01/2025,role,CRA Officer,http://www.timberlandbank.com,"624 Simpson Ave, Hoquiam, WA 98550"
27744,MutualBank,IN,FDIC,2058934,Large Bank Evaluation,Low Satisfactory,High Satisfactory,05/01/2020,role,CRA Officer,,"110 East Charles St, Muncie, IN 47305"
59177,"Square Financial Services, Inc.",UT,FDIC,2057172,Strategic Plan Evaluation,,,08/01/2023,role,CRA Officer,www.squareup.com/us/en/banking,"3165 E Millrock Dr, Salt Lake City, UT 84121"
4857,First United Bank & Trust,MD,FDIC,2054956,Large Bank Evaluation,High Satisfactory,Outstanding,12/01/2025,role,CRA Officer,https://www.mybank.com,"19 S 2nd St, Oakland, MD 21550"
29523,Peoples Bank,IN,FDIC,2040214,Large Bank Evaluation,Low Satisfactory,High Satisfactory,12/01/2024,role,CRA Officer,http://www.ibankpeoples.com,"9204 Columbia Ave, Munster, IN 46321"
28905,First Financial Bank,AR,FED,2036916,Int Small Bank,Low Satisfactory,Low Satisfactory,"Sep 06, 2021",role,CRA Officer,www.ffb1.com,"300 East Peach Street, El Dorado, AR 71730"
18402,Blackhawk Bank & Trust,IL,FDIC,2036767,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,04/01/2025,role,CRA Officer,www.choosethechief.com,"301 4th St W, Milan, IL 61264"
14712,First National Bank,SD,OCC,2032246,Intermediate Small Bank,,,03/11/2024,role,CRA Officer,www.firstnationalbanks.com,"307 E Hustan Ave, Fort Pierre, SD 57532"
58490,Beneficial State Bank,CA,FDIC,2027009,Large Bank Evaluation,High Satisfactory,High Satisfactory,01/01/2026,role,CRA Officer,www.beneficialstatebank.com,"2100 Franklin St, Oakland, CA 94612"
10667,Mabrey Bank,OK,FED,2021750,Int Small Bank,High Satisfactory,Outstanding,"Oct 07, 2019",role,CRA Officer,www.mabreybank.com,"14821 S Memorial Dr, Bixby, OK 74008"
21956,Montecito Bank & Trust,CA,FDIC,2018080,Large Bank Evaluation,Outstanding,Outstanding,01/01/2024,role,CRA Officer,www.montecito.bank,"1000 State St, Santa Barbara, CA 93101"
90188,Bankesb,MA,FED,2015070,Large Bank,Low Satisfactory,High Satisfactory,"Oct 16, 2023",role,CRA Officer,http://www.bankesb.com,"36 Main St, Easthampton, MA 01027"
16216,The Farmers & Merchants Bank,AR,FED,2015057,Int Small Bank,Low Satisfactory,,"Jun 03, 2019",role,CRA Officer,www.gofm.bank,"708 S Main St, Stuttgart, AR 72160"
23293,Florence Bank,MA,FDIC,2014204,Large Bank Evaluation,Outstanding,High Satisfactory,08/01/2025,role,CRA Officer,www.florencebank.com,"85 Main St, Florence, MA 01062"
34805,Mission Bank,CA,FED,2010002,Int Small Bank,,,"Jul 29, 2019",role,CRA Officer,www.missionbank.bank,"1301 17th St, Bakersfield, CA 93301"
33457,Oak Valley Community Bank,CA,FED,2001344,Int Small Bank,,,"Oct 21, 2019",role,CRA Officer,www.ovcb.com,"125 N 3rd Ave, Oakdale, CA 95361"
19506,Bank of Springfield,IL,FDIC,2000417,Intermediate Small Bank Evaluation,,,10/01/2024,role,CRA Officer,www.bankwithbos.com,"3400 Wabash Ave, Springfield, IL 62711"
2102,The Conway National Bank,SC,OCC,1997130,Large Bank,,,10/09/2023,role,CRA Officer,www.conwaynationalbank.com,"1400 3rd Ave, Conway, SC 29526"
28116,Yakima Federal Savings and Loan Association,WA,FDIC,1997102,Large Bank Evaluation,High Satisfactory,Low Satisfactory,03/01/2024,role,CRA Officer,yakimafed.com,"118 E Yakima Ave, Yakima, WA 98901"
33119,"Heritage Bank, Inc.",KY,FDIC,1993366,Intermediate Small Bank Evaluation,,,04/01/2024,role,CRA Officer,www.ourheritage.bank,"1818 Florence Pike, Burlington, KY 41005"
58689,South Atlantic Bank,SC,FDIC,1979313,Intermediate Small Bank Evaluation,,,12/01/2024,role,CRA Officer,SouthAtlantic.bank,"630 29th Ave N, Myrtle Beach, SC 29577"
57620,Arizona Bank & Trust,AZ,FDIC,1977640,Intermediate Small Bank Evaluation,High Satisfactory,Outstanding,10/01/2019,role,CRA Officer,,"2036 E Camelback Rd, Phoenix, AZ 85016"
57873,Commonwealth Business Bank,CA,FED,1966224,Large Bank,Low Satisfactory,Low Satisfactory,"Sep 23, 2024",role,CRA Officer,www.cbb-bank.com,"3435 Wilshire Blvd, Los Angeles, CA 90010"
58054,First Commerce Bank,NJ,FDIC,1964972,Intermediate Small Bank Evaluation,,,03/01/2025,role,CRA Officer,http://www.firstcommercebk.com,"105 River Ave, Lakewood, NJ 08701"
34254,"Planters Bank, Inc.",KY,FDIC,1960775,Intermediate Small Bank Evaluation,,,02/01/2025,role,CRA Officer,www.plantersbankonline.com,"1312 S Main St, Hopkinsville, KY 42240"
20954,Citizens National Bank,TN,OCC,1958426,Intermediate Small Bank,,,06/30/2025,role,CRA Officer,www.cnbtn.com,"200 Forks Of The River Pkwy, Sevierville, TN 37862"
18922,Tri City National Bank,WI,OCC,1952347,Large Bank,,,12/02/2024,role,CRA Officer,www.tcnb.com,"6400 S 27th St, Oak Creek, WI 53154"
7748,VIST Bank,PA,FDIC,1945388,Large Bank Evaluation,High Satisfactory,High Satisfactory,07/01/2020,role,CRA Officer,,"1240 Broadcasting Road, Wyomissing, PA 19610"
18258,Thomaston Savings Bank,CT,FDIC,1934794,Large Bank Evaluation,Low Satisfactory,High Satisfactory,10/01/2023,role,CRA Officer,www.thomastonsavingsbank.com,"203 Main St, Thomaston, CT 06787"
4009,"BankWest, Inc.",SD,FDIC,1934619,Intermediate Small Bank Evaluation,,,08/01/2023,role,CRA Officer,www.bankwest-sd.com,"420 S Pierre St, Pierre, SD 57501"
34207,Great Plains National Bank,OK,OCC,1928955,Intermediate Small Bank,,,10/28/2024,role,CRA Officer,https://www.gpbankok.com.,"2017 W 3rd St, Elk City, OK 73644"
32912,Whitaker Bank,KY,FED,1926362,Large Bank,Needs to Improve,Low Satisfactory,"Nov 27, 2023",role,CRA Officer,www.whitakerbank.com,"2001 Pleasant Ridge Dr, Lexington, KY 40509"
3440,First Northern Bank of Dixon,CA,FDIC,1925947,Large Bank Evaluation,Low Satisfactory,High Satisfactory,09/01/2023,role,CRA Officer,www.thatsmybank.com,"195 N 1st St, Dixon, CA 95620"
18213,Fairfield County Bank,CT,FDIC,1919913,Large Bank Evaluation,,,06/01/2023,role,CRA Officer,fairfieldcountybank.com,"150 Danbury Rd, Ridgefield, CT 06877"
2240,First American Bank,NM,FDIC,1914506,Large Bank Evaluation,Outstanding,Low Satisfactory,05/01/2025,named,David J. Leeney,website contact form,"303 W Main St, Artesia, NM 88210"
4147,Bank 7,OK,FED,1913316,Int Small Bank,,,"Sep 17, 2018",role,CRA Officer,www.bank7.com,"1039 Nw 63rd St, Oklahoma City, OK 73116"
58583,California Bank of Commerce,CA,FDIC,1913149,Intermediate Small Bank Evaluation,,,06/01/2023,role,CRA Officer,,"2999 Oak Rd, Walnut Creek, CA 94597"
10618,BTC Bank,MO,FDIC,1912499,Intermediate Small Bank Evaluation,,,01/01/2025,role,CRA Officer,btcbank.bank,"3606 Miller St, Bethany, MO 64424"
59074,Bank of Bird-in-Hand,PA,FDIC,1907569,Intermediate Small Bank Evaluation,,,12/01/2023,role,CRA Officer,www.bihbank.com,"309 N Ronks Rd, Bird In Hand, PA 17505"
13716,The Middlefield Banking Company,OH,FDIC,1901612,Intermediate Small Bank Evaluation,,,04/01/2023,role,CRA Officer,,"15985 E High St, Middlefield, OH 44062"
90227,The Lowell Five Cent Savings Bank,MA,FDIC,1900746,Large Bank Evaluation,High Satisfactory,High Satisfactory,10/01/2024,role,CRA Officer,www.lowellfive.com,"30 International Pl, Tewksbury, MA 01876"
30052,Blue Foundry Bank,NJ,FDIC,1889913,Large Bank Evaluation,Low Satisfactory,High Satisfactory,01/01/2025,role,CRA Officer,,"19 Park Ave, Rutherford, NJ 07070"
4993,The Citizens National Bank of Meridian,MS,OCC,1888606,Large Bank,,,03/04/2024,role,CRA Officer,http://www.yourcnb.com,"512 22nd Ave, Meridian, MS 39301"
15219,Dubuque Bank and Trust Company,IA,FDIC,1882254,Large Bank Evaluation,High Satisfactory,Outstanding,10/01/2019,role,CRA Officer,,"700 Locust St, Dubuque, IA 52001"
3387,FirstBank Southwest,TX,FDIC,1876348,Large Bank Evaluation,Outstanding,High Satisfactory,04/01/2026,role,CRA Officer,www.fbsw.com,"2401 S Georgia St, Amarillo, TX 79109"
18199,Newtown Savings Bank,CT,FDIC,1871941,Large Bank Evaluation,High Satisfactory,Outstanding,05/01/2026,role,CRA Officer,www.nsbonline.com,"39 Main St, Newtown, CT 06470"
17897,Kennebec Savings Bank,ME,FDIC,1871320,Intermediate Small Bank Evaluation,,,08/01/2023,role,CRA Officer,www.kennebecsavings.bank,"150 State St, Augusta, ME 04330"
13292,The Bank of Castile,NY,FDIC,1865267,Large Bank Evaluation,High Satisfactory,Outstanding,10/01/2020,role,CRA Officer,,"50 Main Street, Castile, NY 14427"
18609,American Bank of Commerce,TX,FDIC,1862140,Intermediate Small Bank Evaluation,,,07/01/2025,role,CRA Officer,www.theabcbank.com,"530 E Highway 62-82, Wolfforth, TX 79382"
57228,Embassy Bank for the Lehigh Valley,PA,FDIC,1860416,Large Bank Evaluation,Low Satisfactory,High Satisfactory,10/01/2025,role,CRA Officer,www.embassybank.com,"100 Gateway Dr, Bethlehem, PA 18017"
19213,Security National Bank of Omaha,NE,OCC,1860383,Intermediate Small Bank,,,01/27/2025,role,CRA Officer,www.securitynational.bank,"1120 S 101st St, Omaha, NE 68124"
23286,Fall River Five Cents Savings Bank,MA,FED,1856605,Int Small Bank,Outstanding,Outstanding,"Mar 14, 2022",role,CRA Officer,http://www.bankfive.com,"79 N Main St, Fall River, MA 02720"
34728,Independent Bank,TN,FDIC,1853799,Intermediate Small Bank Evaluation,,,05/01/2026,role,CRA Officer,www.i-bankonline.com,"5050 Poplar Avenue, Memphis, TN 38157"
13198,Cornerstone Bank,ND,FDIC,1853302,Intermediate Small Bank Evaluation,,,03/01/2026,role,CRA Officer,www.cornerstone.bank,"2280 45th St S, Fargo, ND 58104"
15511,First State Bank,TX,FED,1851537,Int Small Bank,Needs to Improve,High Satisfactory,"Mar 01, 2021",role,CRA Officer,http://www.firststate.bank,"801 E California St, Gainesville, TX 76240"
6123,Bank Of Clarke,VA,FED,1847024,Int Small Bank,,Outstanding,"Sep 16, 2024",role,CRA Officer,http://www.bankofclarke.bank,"2 E Main St, Berryville, VA 22611"
90259,North Easton Savings Bank,MA,FDIC,1844765,Intermediate Small Bank Evaluation,,,09/01/2024,role,CRA Officer,www.northeastonsavingsbank.com,"20 Eastman St, South Easton, MA 02375"
1711,Wellworth Bank,TN,FDIC,1838229,Large Bank Evaluation,High Satisfactory,Low Satisfactory,07/01/2025,role,CRA Officer,www.wellworth.bank,"400 Highway 52 Byp W, Lafayette, TN 37083"
6821,The National Bank of Blacksburg,VA,OCC,1832140,Intermediate Small Bank,,,02/26/2024,role,CRA Officer,www.nbbank.com,"100 S Main St, Blacksburg, VA 24060"
24540,Bank of New England,NH,FDIC,1819911,Intermediate Small Bank Evaluation,,,06/01/2023,role,CRA Officer,https://www.bankofnewengland.com,"31 Pelham Rd, Salem, NH 03079"
7472,FNCB Bank,PA,FDIC,1812547,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,08/01/2022,role,CRA Officer,,"100 S Blakely St, Dunmore, PA 18512"
57265,CCFBank National Association,WI,OCC,1811475,Intermediate Small Bank,,,03/06/2023,role,CRA Officer,www.ccf.us,"219 Fairfax St, Altoona, WI 54720"
18355,North Dallas Bank & Trust Co.,TX,FDIC,1809980,Large Bank Evaluation,High Satisfactory,High Satisfactory,03/01/2024,role,CRA Officer,www.ndbt.com,"12900 Preston Rd, Dallas, TX 75230"
11406,The State Bank,MI,FDIC,1806828,Intermediate Small Bank Evaluation,,,06/01/2023,role,CRA Officer,,"175 N Leroy St, Fenton, MI 48430"
4433,First Citizens Bank,IA,FED,1797291,Large Bank,Low Satisfactory,Low Satisfactory,"Nov 13, 2023",role,CRA Officer,www.myfcb.bank,"2601 4th St Sw, Mason City, IA 50401"
58504,Old Dominion National Bank,VA,OCC,1795397,Intermediate Small Bank,,,05/27/2025,role,CRA Officer,https://www.odnb.bank,"852 W Main St, Charlottesville, VA 22903"
4931,Mountain Commerce Bank,TN,FDIC,1781141,Intermediate Small Bank Evaluation,,,08/01/2023,role,CRA Officer,,"6101 Kingston Pike, Knoxville, TN 37919"
3325,First National Bank of Central Texas,TX,OCC,1774437,Intermediate Small Bank,,,01/13/2025,role,CRA Officer,www.fnbct.bank,"1835 N Valley Mills Dr, Waco, TX 76710"
58433,"Waterford Bank, N.A.",OH,OCC,1771847,Intermediate Small Bank,,,01/12/2026,role,CRA Officer,www.waterfordbankna.com,"3900 N Mccord Rd, Toledo, OH 43617"
5956,Peoples Bank,NC,FDIC,1764418,Large Bank Evaluation,Low Satisfactory,High Satisfactory,12/01/2023,role,CRA Officer,https://www.peoplesbanknc.com,"518 W C St, Newton, NC 28658"
17751,Androscoggin Savings Bank,ME,FDIC,1764177,Intermediate Small Bank Evaluation,,,08/01/2026,role,CRA Officer,www.androscogginbank.com,"505 Sabattus St, Lewiston, ME 04240"
1487,First Farmers and Merchants Bank,TN,FED,1762742,Large Bank,Low Satisfactory,Low Satisfactory,"Mar 20, 2023",role,CRA Officer,www.myfirstfarmers.com,"816 S Garden St, Columbia, TN 38401"
10619,Hawthorn Bank,MO,FDIC,1759840,Large Bank Evaluation,High Satisfactory,Low Satisfactory,11/01/2024,role,CRA Officer,WWW.HAWTHORNBANK.COM,"132 E High St, Jefferson City, MO 65101"
58719,Progress Bank and Trust,AL,FDIC,1757159,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,02/01/2022,role,CRA Officer,,"201 Williams Ave Sw, Huntsville, AL 35801"
18238,Chelsea Groton Bank,CT,FDIC,1752542,Large Bank Evaluation,High Satisfactory,Outstanding,01/01/2024,role,CRA Officer,www.chelseagroton.com,"904 Poquonnock Rd, Groton, CT 06340"
18272,Community State Bank,IA,FED,1746309,Int Small Bank,,,"Oct 28, 2024",role,CRA Officer,www.bankcsb.com,"2750 Ne 36th St, Ankeny, IA 50021"
5962,Sutton Bank,OH,FDIC,1740659,Intermediate Small Bank Evaluation,,,03/01/2026,role,CRA Officer,www.suttonbank.com,"1 S Main St, Attica, OH 44807"
15912,Ives Bank,CT,FDIC,1733499,Intermediate Small Bank Evaluation,,,08/01/2023,role,CRA Officer,www.ivesbank.com,"220 Main St, Danbury, CT 06810"
11771,Availa Bank,IA,FDIC,1732398,Intermediate Small Bank Evaluation,,,08/01/2023,role,CRA Officer,www.availa.bank,"126 W 6th St, Carroll, IA 51401"
6862,Chesapeake Bank,VA,FED,1724973,Int Small Bank,,,"Nov 18, 2024",role,CRA Officer,www.ches.bank,"97 N Main St, Kilmarnock, VA 22482"
14207,Lincoln Savings Bank,IA,FDIC,1712237,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,12/01/2023,role,CRA Officer,www.mylsb.com,"508 Main St, Reinbeck, IA 50669"
1552,CBI Bank & Trust,IA,FED,1703404,Int Small Bank,High Satisfactory,High Satisfactory,"Oct 20, 2025",role,CRA Officer,www.cbibt.bank,"301 Iowa Ave, Muscatine, IA 52761"
660,The Adirondack Trust Company,NY,FED,1701861,Int Small Bank,Low Satisfactory,Low Satisfactory,"Mar 11, 2019",role,CRA Officer,adirondacktrust.com,"473 Broadway, Saratoga Springs, NY 12866"
9172,Security Bank and Trust Company,TN,FDIC,1698276,Intermediate Small Bank Evaluation,,,11/01/2023,role,CRA Officer,www.securitybanktn.com,"210 W Washington St, Paris, TN 38242"
4506,"The Security National Bank of Sioux City, Iowa",IA,OCC,1690263,Intermediate Small Bank,,,02/26/2024,role,CRA Officer,https://www.snbonline.com,"601 Pierce St, Sioux City, IA 51101"
1209,"Commercial Bank of Texas, National Association",TX,OCC,1685806,Intermediate Small Bank,,,05/19/2025,role,CRA Officer,www.cbtx.com,"215 E Main St, Nacogdoches, TX 75961"
9978,First State Bank of Uvalde,TX,FDIC,1684362,Large Bank Evaluation,Outstanding,Low Satisfactory,12/01/2025,role,CRA Officer,www.fsbuvalde.bank,"200 E Nopal St, Uvalde, TX 78801"
18185,Community National Bank & Trust of Texas,TX,OCC,1681828,Intermediate Small Bank,,,06/03/2024,role,CRA Officer,WWW.MYBANKTX.COM,"321 N 15th St, Corsicana, TX 75110"
5019,Southern Michigan Bank & Trust,MI,FDIC,1681505,Intermediate Small Bank Evaluation,,,08/01/2025,role,CRA Officer,www.smb-t.com,"45 W Pearl St, Coldwater, MI 49036"
26517,Cape & Coast Bank,MA,FDIC,1676041,Intermediate Small Bank Evaluation,,,02/01/2025,role,CRA Officer,www.capeandcoastbank.com,"121 Main St, Yarmouth Port, MA 02675"
